test,distance [m],V photodiode [V], Sitting status success [T/F],Present status success [T/F]
773,0.712413793,3.885630499,1,1
774,0.725172414,3.782991202,1,1
775,0.733793103,3.787878788,1,1
776,0.720862069,3.660801564,1,1
777,0.721034483,3.812316716,1,1
778,0.729482759,3.8514174,1,1
779,0.733793103,3.71945259,1,1
780,0.725172414,3.778103617,1,1
781,0.733793103,3.724340176,1,1
782,0.725172414,3.826979472,1,1
783,0.733793103,3.80742913,1,1
784,0.721034483,3.66568915,1,1
785,0.729482759,3.812316716,1,1
786,0.725172414,3.890518084,1,1
787,0.725172414,3.831867058,1,1
788,0.729482759,3.778103617,1,1
789,0.733275862,3.787878788,1,1
790,0.721034483,3.782991202,1,1
791,0.725172414,3.80742913,1,1
792,0.733965517,3.890518084,1,1
793,0.725344828,3.773216031,1,1
794,0.725172414,3.734115347,1,1
795,0.716724138,3.792766373,1,1
796,0.733793103,3.792766373,1,1
797,0.729655172,3.782991202,1,1
798,0.732758621,3.714565005,1,1
799,0.733793103,3.685239492,1,1
800,0.733793103,3.782991202,1,1
801,0.729482759,3.900293255,1,1
802,0.733793103,3.695014663,1,1
803,0.72862069,3.739002933,1,1
804,0.732758621,3.792766373,1,1
805,0.732931034,3.802541544,1,1
806,0.729482759,3.699902248,1,1
807,0.733793103,3.690127077,1,1
808,0.729482759,3.768328446,1,1
809,0.725172414,3.80742913,1,1
810,0.729482759,3.80742913,1,1
811,0.721034483,3.734115347,1,1
812,0.725344828,3.797653959,1,1
813,0.73362069,3.836754643,1,1
814,0.712586207,3.768328446,1,1
815,0.733793103,3.729227761,1,1
816,0.712586207,3.826979472,1,1
817,0.725172414,3.900293255,1,1
818,0.721034483,3.724340176,1,1
819,0.725172414,3.787878788,1,1
820,0.725172414,3.773216031,1,1
821,0.720862069,3.792766373,1,1
822,0.729482759,3.826979472,1,1
823,0.721034483,3.704789834,1,1
824,0.715689655,3.797653959,1,1
825,0.725172414,3.870967742,1,1
826,0.732758621,3.905180841,1,1
827,0.729482759,3.817204301,1,1
828,0.733793103,3.71945259,1,1
829,0.725344828,3.743890518,1,1
830,0.725172414,3.768328446,1,1
831,0.733793103,3.773216031,1,1
832,0.733793103,3.866080156,1,1
833,0.733793103,3.866080156,1,1
834,0.733793103,3.768328446,1,1
835,0.733793103,3.680351906,1,1
836,0.721034483,3.905180841,1,1
837,0.729655172,3.885630499,1,1
838,0.725172414,3.8514174,1,1
839,0.733275862,3.714565005,1,1
840,0.733793103,3.778103617,1,1
841,0.729482759,3.900293255,1,1
842,0.725344828,3.699902248,1,1
843,0.720862069,3.743890518,1,1
844,0.729655172,3.792766373,1,1
845,0.72,3.885630499,1,1
846,0.729482759,3.80742913,1,1
847,0.733793103,3.768328446,1,1
848,0.721206897,3.836754643,1,1
849,0.729482759,3.787878788,1,1
850,0.733793103,3.782991202,1,1
851,0.728448276,3.778103617,1,1
852,0.733793103,3.748778104,1,1
853,0.732931034,3.885630499,1,1
854,0.729482759,3.861192571,1,1
855,0.725344828,3.709677419,1,1
856,0.733793103,3.773216031,1,1
857,0.733793103,3.768328446,1,1
858,0.733793103,3.792766373,1,1
859,0.729482759,3.846529814,1,1
860,0.733793103,3.782991202,1,1
861,0.733793103,3.773216031,1,1
862,0.733793103,3.787878788,1,1
863,0.725172414,3.890518084,1,1
864,0.732586207,3.685239492,1,1
865,0.732758621,3.734115347,1,1
866,0.725344828,3.792766373,1,1
867,0.733793103,3.910068426,1,1
868,0.729482759,3.822091887,1,1
869,0.725172414,3.675464321,1,1
870,0.729482759,3.670576735,1,1
871,0.733793103,3.89540567,1,1
872,0.738103448,3.826979472,1,1
873,0.716896552,3.680351906,1,1
874,0.733793103,3.695014663,1,1
875,0.738103448,3.870967742,1,1
876,0.712586207,3.900293255,1,1
877,0.733793103,3.76344086,1,1
878,0.738103448,3.690127077,1,1
879,0.732758621,3.71945259,1,1
880,0.733793103,3.861192571,1,1
881,0.733793103,3.885630499,1,1
882,0.733793103,3.743890518,1,1
883,0.733793103,3.782991202,1,1
884,0.733793103,3.782991202,1,1
885,0.716896552,3.80742913,1,1
886,0.733793103,3.89540567,1,1
887,0.742413793,3.846529814,1,1
888,0.733793103,3.787878788,1,1
889,0.716724138,3.768328446,1,1
890,0.738103448,3.836754643,1,1
891,0.733793103,3.826979472,1,1
892,0.729655172,3.861192571,1,1
893,0.733793103,3.773216031,1,1
894,0.733793103,3.782991202,1,1
895,0.725344828,3.836754643,1,1
896,0.729482759,3.870967742,1,1
897,0.733793103,3.792766373,1,1
898,0.733793103,3.812316716,1,1
899,0.733793103,3.89540567,1,1
900,0.716724138,3.919843597,1,1
901,0.733793103,3.802541544,1,1
902,0.729310345,3.675464321,1,1
903,0.721206897,3.768328446,1,1
904,0.738103448,3.870967742,1,1
905,0.716896552,3.880742913,1,1
906,0.733793103,3.822091887,1,1
907,0.716724138,3.778103617,1,1
908,0.732758621,3.778103617,1,1
909,0.733793103,3.880742913,1,1
910,0.733793103,3.787878788,1,1
911,0.738103448,3.787878788,1,1
912,0.737068966,3.836754643,1,1
913,0.738103448,3.866080156,1,1
914,0.733793103,3.739002933,1,1
915,0.728448276,3.71945259,1,1
916,0.720862069,3.797653959,1,1
917,0.725172414,3.836754643,1,1
918,0.725172414,3.812316716,1,1
919,0.725172414,3.817204301,1,1
920,0.729482759,3.773216031,1,1
921,0.737068966,3.690127077,1,1
922,0.738103448,3.836754643,1,1
923,0.741206897,3.870967742,1,1
924,0.729655172,3.758553275,1,1
925,0.732758621,3.699902248,1,1
926,0.725344828,3.787878788,1,1
927,0.725172414,3.817204301,1,1
928,0.725172414,3.826979472,1,1
929,0.724310345,3.787878788,1,1
930,0.733793103,3.787878788,1,1
931,0.725172414,3.890518084,1,1
932,0.732758621,3.89540567,1,1
933,0.716724138,3.778103617,1,1
934,0.737931034,3.76344086,1,1
935,0.725172414,3.836754643,1,1
936,0.733793103,3.8514174,1,1
937,0.733793103,3.89540567,1,1
938,0.728448276,3.80742913,1,1
939,0.732758621,3.670576735,1,1
940,0.733793103,3.709677419,1,1
941,0.716896552,3.890518084,1,1
942,0.716896552,3.836754643,1,1
943,0.712586207,3.699902248,1,1
944,0.736896552,3.797653959,1,1
945,0.738103448,3.900293255,1,1
946,0.733793103,3.71945259,1,1
947,0.733793103,3.782991202,1,1
948,0.733793103,3.797653959,1,1
949,0.715689655,3.782991202,1,1
950,0.737068966,3.875855327,1,1
951,0.712586207,3.66568915,1,1
952,0.738103448,3.680351906,1,1
953,0.721206897,3.846529814,1,1
954,0.729482759,3.905180841,1,1
955,0.738103448,3.841642229,1,1
956,0.729482759,3.787878788,1,1
957,0.729482759,3.768328446,1,1
958,0.729482759,3.875855327,1,1
959,0.732758621,3.709677419,1,1
960,0.728448276,3.695014663,1,1
961,0.733793103,3.778103617,1,1
962,0.733793103,3.900293255,1,1
963,0.720862069,3.831867058,1,1
964,0.732586207,3.797653959,1,1
965,0.725172414,3.822091887,1,1
966,0.73362069,3.89540567,1,1
967,0.729482759,3.831867058,1,1
968,0.720862069,3.778103617,1,1
969,0.733793103,3.782991202,1,1
970,0.716724138,3.802541544,1,1
971,0.725172414,3.812316716,1,1
972,0.725172414,3.699902248,1,1
973,0.721034483,3.782991202,1,1
974,0.733793103,3.76344086,1,1
975,0.716896552,3.856304985,1,1
976,0.729655172,3.914956012,1,1
977,0.732758621,3.778103617,1,1
978,0.729482759,3.758553275,1,1
979,0.725344828,3.856304985,1,1
980,0.725172414,3.885630499,1,1
981,0.721034483,3.768328446,1,1
982,0.716724138,3.831867058,1,1
983,0.720862069,3.778103617,1,1
984,0.725344828,3.66568915,1,1
985,0.728275862,3.792766373,1,1
986,0.716724138,3.812316716,1,1
987,0.725172414,3.919843597,1,1
988,0.729482759,3.758553275,1,1
989,0.729482759,3.66568915,1,1
990,0.733793103,3.8514174,1,1
991,0.721034483,3.905180841,1,1
992,0.72862069,3.709677419,1,1
993,0.725344828,3.792766373,1,1
994,0.724137931,3.768328446,1,1
995,0.725172414,3.885630499,1,1
996,0.720862069,3.861192571,1,1
997,0.721034483,3.797653959,1,1
998,0.733793103,3.782991202,1,1
999,0.721034483,3.704789834,1,1
1000,0.716724138,3.797653959,1,1
,,,1000,1000
